***SESSION HEADER***
{
  "Participant": "NEO",
  "Timestamp": "18-07-09-03-12-2017"
}
---SESSION HEADER---
Time; Position; Rotation.X; Rotation.Y; Rotation.Virtualizer; Rotation.Controller.x; Rotation.Controller.y; Height.Virtualizer; FPS; Input;
65279.5050;(-15.8044, 2.5100, -33.4400);60.2643;347.1234;16.0474;51.8197;2.9319;19.0500;89.6278;;
65279.5160;(-15.8044, 2.5100, -33.4400);60.3415;347.1980;16.1268;51.8151;2.9604;19.0500;89.6328;;
65279.5270;(-15.8044, 2.5100, -33.4400);60.4291;347.2615;16.1268;51.7455;2.9911;19.0500;89.5291;;
65279.5385;(-15.8044, 2.5100, -33.4400);60.4783;347.3490;16.2636;51.6199;3.0431;19.0500;89.6404;;
65279.5496;(-15.8044, 2.5100, -33.4400);60.5473;347.4331;16.3225;51.3918;3.1333;19.0500;89.5840;;
65279.5606;(-15.8044, 2.5100, -33.4400);60.6074;347.5045;16.3756;51.1562;3.2513;19.0500;89.5580;;
65279.5726;(-15.8044, 2.5100, -33.4400);60.6833;347.5793;16.4237;50.9707;3.3497;19.0500;89.5115;;
65279.5831;(-15.8044, 2.5100, -33.4400);60.7737;347.6448;16.4672;50.8506;3.4024;19.0500;89.2047;;
65279.5941;(-15.8044, 2.5100, -33.4400);60.8459;347.6931;16.5420;50.8035;3.3553;19.0500;89.5504;;
65279.6057;(-15.8044, 2.5100, -33.4400);60.9246;347.7563;16.5420;50.6875;3.2699;19.0500;89.6482;;
65279.6167;(-15.8044, 2.5100, -33.4400);60.9855;347.8263;16.6032;50.4883;3.1573;19.0500;89.3867;;
65279.6278;(-15.8044, 2.5100, -33.4400);61.0252;347.8967;16.6295;50.2436;3.0699;19.0500;89.5892;;
65279.6393;(-15.8044, 2.5100, -33.4400);61.0340;347.9817;16.6533;50.0153;3.0498;19.0500;89.6189;;
65279.6503;(-15.8044, 2.5100, -33.4400);61.0137;348.0698;16.6748;49.8038;3.1241;19.0500;89.4271;;
65279.6618;(-15.8044, 2.5100, -33.4400);60.9666;348.1780;16.6942;49.6304;3.2828;19.0500;89.6394;;
65279.6728;(-15.8044, 2.5100, -33.4400);60.8865;348.2952;16.7118;49.5500;3.5114;19.0500;89.3715;;
65279.6838;(-15.8044, 2.5100, -33.4400);60.8112;348.4218;16.7277;49.7033;3.7372;19.0500;89.5114;;
65279.6948;(-15.8044, 2.5100, -33.4400);60.7117;348.5519;16.7421;49.8953;3.8661;19.0500;89.2825;;
65279.7058;(-15.8044, 2.5100, -33.4400);60.5897;348.6880;16.7669;50.3176;3.8511;19.0500;89.5805;;
65279.7173;(-15.8044, 2.5100, -33.4400);60.4612;348.8459;16.7775;50.4691;3.7609;19.0500;89.5278;;
65279.7283;(-15.8044, 2.5100, -33.4400);60.2862;349.0269;16.7871;50.4885;3.6815;19.0500;89.6530;;
65279.7399;(-15.8044, 2.5100, -33.4400);60.0706;349.2282;16.7958;50.4204;3.6163;19.0500;89.6865;;
65279.7508;(-15.8044, 2.5100, -33.4400);59.8318;349.4708;16.8037;50.2030;3.6140;19.0500;89.3836;;
65279.7618;(-15.8044, 2.5100, -33.4400);59.5391;349.7073;16.8107;50.0159;3.7393;19.0500;89.5729;;
65279.7733;(-15.8044, 2.5100, -33.4400);59.2360;349.9655;16.8172;49.9052;3.9159;19.0500;89.4053;;
65279.7843;(-15.8044, 2.5100, -33.4400);58.9010;350.2638;16.8229;49.7767;4.0575;19.0500;89.1844;;
65279.7958;(-15.8044, 2.5100, -33.4400);58.5413;350.5714;16.8330;49.6359;4.1170;19.0500;89.5485;;
65279.8068;(-15.8044, 2.5100, -33.4400);58.1557;350.9425;16.8330;49.3780;4.1575;19.0500;89.4245;;
65279.8179;(-15.8044, 2.5100, -33.4400);57.7356;351.3459;16.8411;49.1087;4.1348;19.0500;89.5217;;
65279.8289;(-15.8044, 2.5100, -33.4400);57.3118;351.8095;16.8448;48.9215;4.0389;19.0500;89.4471;;
65279.8404;(-15.8044, 2.5100, -33.4400);56.8739;352.3018;16.8479;48.7639;3.9878;19.0500;89.5308;;
65279.8514;(-15.8044, 2.5100, -33.4400);56.4416;352.8052;16.8509;48.6709;3.9236;19.0500;89.4295;;
65279.8624;(-15.8044, 2.5100, -33.4400);56.0009;353.3098;16.8533;48.5407;3.9295;19.0500;89.5288;;
65279.8735;(-15.8044, 2.5100, -33.4400);55.5235;353.7991;16.8579;48.4125;3.9858;19.0500;89.6287;;
65279.8850;(-15.8044, 2.5100, -33.4400);55.0561;354.3415;16.8579;48.3181;4.0826;19.0500;89.5495;;
65279.8960;(-15.8044, 2.5100, -33.4400);54.6085;354.8634;16.8597;48.2163;4.1049;19.0500;89.6114;;
65279.9075;(-15.8044, 2.5100, -33.4400);54.1666;355.4362;16.8632;48.2282;4.1335;19.0500;89.5861;;
65279.9180;(-15.8044, 2.5100, -33.4400);53.7428;356.0593;16.8645;48.3406;4.0505;19.0500;89.4469;;
65279.9295;(-15.8044, 2.5100, -33.4400);53.3247;356.6754;16.8657;48.3967;3.9669;19.8120;89.6904;;
65279.9410;(-15.8044, 2.5100, -33.4400);52.9024;357.3619;16.8669;48.4704;3.8501;19.8120;89.6980;;
65279.9520;(-15.8044, 2.5100, -33.4400);52.4829;358.0773;16.8681;48.4917;3.7588;19.8120;89.2687;;
65279.9631;(-15.8044, 2.5100, -33.4400);52.0505;358.7906;16.8692;48.4886;3.6985;19.8120;89.4165;;
65279.9741;(-15.8044, 2.5100, -33.4400);51.6279;359.5279;16.8698;48.5160;3.7006;19.8120;89.3441;;
65279.9851;(-15.8044, 2.5100, -33.4400);51.2426;0.2005;16.8710;48.6088;3.7591;19.8120;89.5408;;
65279.9963;(-15.8044, 2.5100, -33.4400);50.8962;0.8378;16.8716;48.6611;3.7588;19.8120;89.7195;;
65280.0078;(-15.8044, 2.5100, -33.4400);50.5794;1.5169;16.8722;48.7207;3.7374;19.8120;89.5846;;
65280.0188;(-15.8044, 2.5100, -33.4400);50.2934;2.2062;16.8728;48.8222;3.6945;19.8120;89.4778;;
65280.0299;(-15.8044, 2.5100, -33.4400);50.0030;2.8968;16.8734;48.9370;3.6176;19.8120;89.7191;;
65280.0414;(-15.8044, 2.5100, -33.4400);49.7171;3.6422;16.8740;49.0766;3.5416;19.8120;89.5368;;
65280.0524;(-15.8044, 2.5100, -33.4400);49.4399;4.4016;16.8746;49.1532;3.4965;19.8120;89.4384;;
65280.0634;(-15.8044, 2.5100, -33.4400);49.1531;5.1325;16.8751;49.2062;3.4726;19.8120;89.6181;;
65280.0749;(-15.8044, 2.5100, -33.4400);48.8593;5.8775;16.8751;49.1998;3.5046;19.8120;89.4800;;
65280.0859;(-15.8044, 2.5100, -33.4400);48.5779;6.5693;16.8751;49.1987;3.6025;19.8120;89.5480;;
65280.0969;(-15.8044, 2.5100, -33.4400);48.3037;7.2045;16.8751;49.2350;3.6391;19.8120;89.5211;;
65280.1080;(-15.8044, 2.5100, -33.4400);48.0178;7.8051;16.8751;49.2898;3.6729;19.8120;89.5471;;
65280.1195;(-15.8044, 2.5100, -33.4400);47.7569;8.3648;16.8751;49.3970;3.6415;19.8120;89.5777;;
65280.1305;(-15.8044, 2.5100, -33.4400);47.5052;8.8594;16.8751;49.4982;3.5559;19.8120;89.4763;;
65280.1420;(-15.8044, 2.5100, -33.4400);47.2662;9.2926;16.8751;49.5091;3.3145;19.0500;89.5129;;
65280.1525;(-15.8044, 2.5100, -33.4400);47.0537;9.6493;16.8751;49.4839;3.1524;19.0500;89.3961;;
65280.1645;(-15.8044, 2.5100, -33.4400);46.8414;9.9434;16.8751;49.3835;2.9705;19.0500;89.7218;;
65280.1750;(-15.8044, 2.5100, -33.4400);46.6475;10.1545;16.8751;49.2462;2.8772;19.0500;89.3621;;
65280.1863;(-15.8044, 2.5100, -33.4400);46.4640;10.3111;16.8751;49.0975;2.8382;19.0500;89.6047;;
65280.1973;(-15.8044, 2.5100, -33.4400);46.2840;10.4234;16.8751;48.9649;2.7848;19.0500;89.5784;;
65280.2088;(-15.8044, 2.5100, -33.4400);46.1101;10.5076;16.8751;48.8204;2.7610;19.0500;89.6744;;
65280.2198;(-15.8044, 2.5100, -33.4400);45.9719;10.5429;16.8751;48.7440;2.8052;19.0500;89.5155;;
65280.2309;(-15.8044, 2.5100, -33.4400);45.8280;10.5591;16.8751;48.7714;2.7828;19.0500;89.5587;;
65280.2424;(-15.8044, 2.5100, -33.4400);45.7196;10.4886;16.8751;48.8288;2.7545;19.0500;89.5326;;
65280.2533;(-15.8044, 2.5100, -33.4400);45.6330;10.3606;16.8751;48.8787;2.7341;19.0500;89.4393;;
65280.2648;(-15.8044, 2.5100, -33.4400);45.5661;10.1849;16.8751;48.9496;2.7355;19.0500;89.5322;;
65280.2758;(-15.8044, 2.5100, -33.4400);45.5289;9.9876;16.8751;49.0090;2.7655;19.0500;89.4919;;
65280.2868;(-15.8044, 2.5100, -33.4400);45.5120;9.7976;16.8751;49.0865;2.8188;19.0500;89.5729;;
65280.2978;(-15.8044, 2.5100, -33.4400);45.4920;9.6347;16.8751;49.1538;2.8536;19.0500;89.6315;;
65280.3093;(-15.8044, 2.5100, -33.4400);45.4939;9.4966;16.8751;49.2364;2.8801;19.0500;89.6049;;
65280.3203;(-15.8044, 2.5100, -33.4400);45.5102;9.3763;16.8751;49.2953;2.9144;19.0500;89.5880;;
65280.3318;(-15.8044, 2.5100, -33.4400);45.5267;9.3024;16.8751;49.3346;2.9519;19.0500;89.5122;;
65280.3428;(-15.8044, 2.5100, -33.4400);45.5607;9.2306;16.8751;49.3742;3.0017;19.0500;89.4042;;
65280.3538;(-15.8044, 2.5100, -33.4400);45.6000;9.1973;16.8751;49.4124;3.0682;19.0500;89.4294;;
65280.3653;(-15.8044, 2.5100, -33.4400);45.6554;9.1939;16.8751;49.4557;3.1086;19.0500;89.6663;;
65280.3763;(-15.8044, 2.5100, -33.4400);45.7109;9.1923;16.8751;49.4610;3.1330;19.0500;89.5277;;
65280.3873;(-15.8044, 2.5100, -33.4400);45.7948;9.2071;16.8751;49.4580;3.1351;19.0500;89.5446;;
65280.3988;(-15.8044, 2.5100, -33.4400);45.8578;9.2006;16.8751;49.4305;3.1194;19.0500;89.6728;;
65280.4099;(-15.8044, 2.5100, -33.4400);45.9355;9.1823;16.8751;49.4158;3.0968;19.0500;89.5030;;
65280.4213;(-15.8044, 2.5100, -33.4400);46.0096;9.1483;16.8751;49.4361;3.0836;19.0500;89.5327;;
65280.4323;(-15.8044, 2.5100, -33.4400);46.0863;9.0911;16.8751;49.4924;3.0673;19.0500;89.3872;;
65280.4433;(-15.8044, 2.5100, -33.4400);46.1626;9.0042;16.8751;49.5608;3.0237;19.0500;89.4773;;
65280.4548;(-15.8044, 2.5100, -33.4400);46.2687;8.8824;16.8751;49.6071;3.0009;19.0500;89.3871;;
65280.4658;(-15.8044, 2.5100, -33.4400);46.3660;8.7346;16.8751;49.6542;2.9343;19.0500;89.4371;;
65280.4769;(-15.8044, 2.5100, -33.4400);46.4680;8.5027;16.8751;49.6986;2.8589;19.0500;89.4410;;
65280.4884;(-15.8044, 2.5100, -33.4400);46.5973;8.1963;16.8751;49.7483;2.7865;19.0500;89.7022;;
65280.4994;(-15.8044, 2.5100, -33.4400);46.7123;7.8180;16.8751;49.8173;2.7263;19.8120;89.2841;;
65280.5103;(-15.8044, 2.5100, -33.4400);46.8447;7.3730;16.8751;49.9024;2.7108;19.8120;89.5736;;
65280.5218;(-15.8044, 2.5100, -33.4400);46.9799;6.9001;16.8751;49.9779;2.6924;19.8120;89.5643;;
65280.5323;(-15.8044, 2.5100, -33.4400);47.1032;6.3899;16.8751;50.0540;2.7113;19.8120;89.3244;;
65280.5438;(-15.8044, 2.5100, -33.4400);47.2313;5.8274;16.8751;50.1355;2.7349;19.8120;89.7977;;
65280.5548;(-15.8044, 2.5100, -33.4400);47.3782;5.2375;16.8751;50.2216;2.7348;19.8120;89.5923;;
65280.5659;(-15.8044, 2.5100, -33.4400);47.5176;4.6100;16.8751;50.3286;2.6909;19.8120;89.5389;;
65280.5774;(-15.8044, 2.5100, -33.4400);47.6391;3.9845;16.8751;50.3855;2.6567;19.8120;89.7521;;
65280.5889;(-15.8044, 2.5100, -33.4400);47.7759;3.3735;16.8751;50.3919;2.5767;19.8120;89.5491;;
65280.5999;(-15.8044, 2.5100, -33.4400);47.9131;2.7741;16.8751;50.3718;2.5104;19.8120;89.4398;;
65280.6234;(-15.8044, 2.5100, -33.4400);48.0511;2.1757;16.8751;50.1467;2.3299;19.8120;89.5280;;
65280.6442;(-15.8044, 2.5100, -33.4400);48.4286;0.6837;16.8751;49.9521;2.1446;19.8120;82.2294;;
65280.6557;(-15.8044, 2.5100, -33.4400);48.5504;0.2421;16.8751;49.9707;2.0742;19.8120;82.9721;;
65280.6663;(-15.8044, 2.5100, -33.4400);48.6490;359.8608;16.8751;49.9800;2.0224;19.8120;83.3552;;
65280.6778;(-15.8044, 2.5100, -33.4400);48.7455;359.5205;16.8751;50.0054;1.9995;19.8120;84.2655;;
65280.6893;(-15.8044, 2.5100, -33.4400);48.8417;359.2188;16.8751;49.9951;2.0088;19.8120;84.7230;;
65280.7003;(-15.8044, 2.5100, -33.4400);48.9490;358.9578;16.8751;49.9649;2.0232;19.8120;84.9977;;
65280.7113;(-15.8044, 2.5100, -33.4400);49.0282;358.7721;16.8751;49.9050;2.0449;19.8120;85.4791;;
65280.7228;(-15.8044, 2.5100, -33.4400);49.1163;358.6548;16.8751;49.8441;2.0425;19.8120;85.7489;;
65280.7338;(-15.8044, 2.5100, -33.4400);49.2016;358.5531;16.8751;49.7585;1.9987;19.8120;86.1132;;
65280.7448;(-15.8044, 2.5100, -33.4400);49.2938;358.4723;16.8751;49.6876;1.9644;19.8120;86.6041;;
65280.7563;(-15.8044, 2.5100, -33.4400);49.3651;358.4134;16.8751;49.6384;1.9528;19.8120;86.9199;;
65280.7778;(-15.8044, 2.5100, -33.4400);49.4901;358.3939;16.8751;49.6511;1.9586;19.8120;87.5608;;
65280.7894;(-15.8044, 2.5100, -33.4400);49.5396;358.4240;16.8751;49.7012;1.9488;19.8120;87.8111;;
65280.8004;(-15.8044, 2.5100, -33.4400);49.5848;358.4708;16.8751;49.7236;1.9091;19.8120;87.8437;;
65280.8119;(-15.8044, 2.5100, -33.4400);49.6132;358.5333;16.8751;49.7484;1.8762;19.8120;87.9804;;
65280.8228;(-15.8044, 2.5100, -33.4400);49.6540;358.5630;16.8751;49.7667;1.8614;19.8120;88.1632;;
65280.8343;(-15.8044, 2.5100, -33.4400);49.6607;358.6099;16.8751;49.7594;1.8837;19.8120;88.1998;;
65280.8453;(-15.8044, 2.5100, -33.4400);49.6625;358.6321;16.8751;49.7468;1.9036;19.8120;88.3716;;
65280.8568;(-15.8044, 2.5100, -33.4400);49.6618;358.6463;16.8751;49.7476;1.9501;19.8120;88.4921;;
65280.8674;(-15.8044, 2.5100, -33.4400);49.6492;358.6613;16.8751;49.7795;1.9797;19.8120;88.4737;;
65280.8790;(-15.8044, 2.5100, -33.4400);49.6302;358.6870;16.8751;49.8339;1.9843;19.8120;88.8811;;
65280.8900;(-15.8044, 2.5100, -33.4400);49.5968;358.7158;16.8751;49.8485;1.9814;19.8120;88.7912;;
65280.9010;(-15.8044, 2.5100, -33.4400);49.5562;358.7482;16.8751;49.8611;1.9332;19.8120;88.7044;;
65280.9125;(-15.8044, 2.5100, -33.4400);49.4983;358.7857;16.8751;49.8807;1.9364;19.8120;88.8877;;
65280.9235;(-15.8044, 2.5100, -33.4400);49.4612;358.8007;16.8751;49.9034;1.9458;19.8120;88.9348;;
65280.9345;(-15.8044, 2.5100, -33.4400);49.4183;358.8281;16.8751;49.8966;1.9826;19.8120;88.9696;;
65280.9460;(-15.8044, 2.5100, -33.4400);49.3826;358.8256;16.8751;49.8647;2.0580;19.8120;89.1426;;
65280.9570;(-15.8044, 2.5100, -33.4400);49.3375;358.7952;16.8751;49.8243;2.0995;19.8120;89.0411;;
65280.9680;(-15.8044, 2.5100, -33.4400);49.2959;358.7818;16.8751;49.7856;2.1578;19.8120;89.1925;;
65280.9796;(-15.8044, 2.5100, -33.4400);49.2551;358.7722;16.8751;49.7796;2.2451;19.8120;89.1721;;
65280.9906;(-15.8044, 2.5100, -33.4400);49.2374;358.7510;16.8751;49.8074;2.2813;19.8120;89.1414;;
65281.0016;(-15.8044, 2.5100, -33.4400);49.2098;358.7328;16.8751;49.8958;2.3004;19.8120;89.0718;;
65281.0131;(-15.8044, 2.5100, -33.4400);49.1944;358.7225;16.8751;49.9335;2.3306;19.8120;89.3714;;
65281.0246;(-15.8044, 2.5100, -33.4400);49.1691;358.7128;16.8751;49.9523;2.3400;19.8120;89.1431;;
65281.0351;(-15.8044, 2.5100, -33.4400);49.1368;358.6906;16.8751;49.9309;2.3488;19.8120;88.9674;;
65281.0466;(-15.8044, 2.5100, -33.4400);49.1123;358.6702;16.8751;49.8884;2.3823;19.8120;89.5737;;
65281.0576;(-15.8044, 2.5100, -33.4400);49.0980;358.6527;16.8751;49.8585;2.3920;19.8120;89.3983;;
65281.0686;(-15.8044, 2.5100, -33.4400);49.0773;358.6337;16.8751;49.7997;2.4001;19.8120;89.3474;;
65281.0797;(-15.8044, 2.5100, -33.4400);49.0580;358.6102;16.8751;49.7325;2.4185;19.8120;89.4318;;
65281.0912;(-15.8044, 2.5100, -33.4400);49.0430;358.5947;16.8751;49.7117;2.4444;19.8120;89.4898;;
65281.1022;(-15.8044, 2.5100, -33.4400);49.0217;358.5526;16.8751;49.7270;2.4538;19.8120;89.5447;;
65281.1132;(-15.8044, 2.5100, -33.4400);49.0172;358.5305;16.8751;49.7387;2.4781;19.8120;89.5796;;
65281.1247;(-15.8044, 2.5100, -33.4400);49.0029;358.4904;16.8751;49.7467;2.4598;19.8120;89.4588;;
65281.1358;(-15.8044, 2.5100, -33.4400);48.9880;358.4684;16.8751;49.7381;2.4418;19.8120;89.3899;;
65281.1468;(-15.8044, 2.5100, -33.4400);48.9773;358.4491;16.8751;49.7138;2.4388;19.8120;89.6047;;
65281.1583;(-15.8044, 2.5100, -33.4400);48.9693;358.4468;16.8751;49.6876;2.4515;19.8120;89.5153;;
65281.1693;(-15.8044, 2.5100, -33.4400);48.9654;358.4335;16.8751;49.6571;2.4690;19.8120;89.3499;;
65281.1803;(-15.8044, 2.5100, -33.4400);48.9697;358.4131;16.8751;49.6222;2.4894;19.8120;89.5264;;
65281.1913;(-15.8044, 2.5100, -33.4400);48.9839;358.3914;16.8751;49.6018;2.4796;19.8120;89.5471;;
65281.2028;(-15.8044, 2.5100, -33.4400);48.9834;358.3582;16.8751;49.6017;2.4545;19.8120;89.5243;;
65281.2138;(-15.8044, 2.5100, -33.4400);48.9877;358.3232;16.8751;49.5768;2.4310;19.8120;89.4723;;
65281.2248;(-15.8044, 2.5100, -33.4400);49.0008;358.2973;16.8751;49.5840;2.3442;19.8120;89.5085;;
65281.2364;(-15.8044, 2.5100, -33.4400);49.0015;358.2827;16.8751;49.5810;2.2980;19.8120;89.6240;;
65281.2474;(-15.8044, 2.5100, -33.4400);49.0331;358.2614;16.8751;49.5591;2.2699;19.8120;89.4453;;
65281.2585;(-15.8044, 2.5100, -33.4400);49.0262;358.2422;16.8751;49.5194;2.2354;19.8120;89.5011;;
65281.2700;(-15.8044, 2.5100, -33.4400);49.0192;358.2135;16.8751;49.4840;2.2238;19.8120;89.5532;;
65281.2810;(-15.8044, 2.5100, -33.4400);49.0403;358.1736;16.8751;49.4408;2.2263;19.8120;89.4000;;
65281.2920;(-15.8044, 2.5100, -33.4400);49.0362;358.1201;16.8751;49.3964;2.1925;19.8120;89.6101;;
65281.3030;(-15.8044, 2.5100, -33.4400);49.0347;358.0895;16.8751;49.3629;2.1671;19.8120;89.5139;;
65281.3145;(-15.8044, 2.5100, -33.4400);49.0344;358.0441;16.8751;49.3377;2.1454;19.8120;89.5309;;
65281.3256;(-15.8044, 2.5100, -33.4400);49.0283;358.0080;16.8751;49.3120;2.0349;19.8120;89.4598;;
65281.3366;(-15.8044, 2.5100, -33.4400);49.0187;357.9662;16.8751;49.2007;1.7978;19.0500;89.4724;;
65281.3481;(-15.8044, 2.5100, -33.4400);49.0033;357.9149;16.8751;49.1103;1.6083;19.0500;89.6171;;
65281.3591;(-15.8044, 2.5100, -33.4400);48.9875;357.8647;16.8751;49.0159;1.3873;19.0500;89.4824;;
65281.3702;(-15.8044, 2.5100, -33.4400);48.9845;357.8279;16.8751;48.9555;1.1538;19.0500;89.3059;;
65281.3812;(-15.8044, 2.5100, -33.4400);48.9854;357.7958;16.8751;48.9420;0.6408;19.0500;89.6368;;
65281.3927;(-15.8044, 2.5100, -33.4400);48.9772;357.7739;16.8751;48.8218;0.2803;19.0500;89.6129;;
65281.4038;(-15.8044, 2.5100, -33.4400);48.9753;357.7511;16.8751;48.7315;0.0552;19.0500;89.4927;;
65281.4148;(-15.8044, 2.5100, -33.4400);48.9703;357.7358;16.8751;48.7123;359.9779;19.0500;89.5072;;
65281.4263;(-15.8044, 2.5100, -33.4400);48.9760;357.7257;16.8751;48.7497;0.1510;19.0500;89.4415;;
65281.4373;(-15.8044, 2.5100, -33.4400);48.9608;357.7036;16.8751;48.6945;0.2218;19.0500;89.3248;;
65281.4488;(-15.8044, 2.5100, -33.4400);48.9603;357.6814;16.8751;48.5661;0.4652;19.0500;89.5546;;
65281.4593;(-15.8044, 2.5100, -33.4400);48.9584;357.6505;16.8751;48.5379;0.6420;19.0500;89.4499;;
65281.4709;(-15.8044, 2.5100, -33.4400);48.9727;357.6454;16.8751;48.5505;0.8164;19.0500;89.6555;;
65281.4819;(-15.8044, 2.5100, -33.4400);48.9760;357.6440;16.8751;48.6333;1.0761;19.0500;89.5248;;
65281.4929;(-15.8044, 2.5100, -33.4400);48.9970;357.6525;16.8751;48.7169;1.3309;19.0500;89.5689;;
65281.5043;(-15.8044, 2.5100, -33.4400);49.0159;357.6602;16.8751;48.7936;1.5966;19.0500;89.5901;;
65281.5158;(-15.8044, 2.5100, -33.4400);49.0420;357.6701;16.8751;48.8782;1.8880;19.0500;89.4652;;
65281.5268;(-15.8044, 2.5100, -33.4400);49.0652;357.6721;16.8751;48.8744;2.0772;19.0500;89.4560;;
65281.5378;(-15.8044, 2.5100, -33.4400);49.0962;357.6773;16.8751;48.8422;2.2495;19.0500;89.5762;;
65281.5488;(-15.8044, 2.5100, -33.4400);49.1176;357.6905;16.8751;48.7537;2.2971;19.0500;89.5272;;
65281.5603;(-15.8044, 2.5100, -33.4400);49.1437;357.6789;16.8751;48.6454;2.2841;19.0500;89.5948;;
65281.5714;(-15.8044, 2.5100, -33.4400);49.1557;357.6723;16.8751;48.5320;2.3038;19.0500;89.4022;;
65281.5823;(-15.8044, 2.5100, -33.4400);49.1654;357.6635;16.8751;48.5047;2.3665;19.0500;89.3986;;
65281.5938;(-15.8044, 2.5100, -33.4400);49.1635;357.6483;16.8751;48.5616;2.3418;19.0500;89.6472;;
65281.6048;(-15.8044, 2.5100, -33.4400);49.1615;357.6400;16.8751;48.5588;2.3821;19.0500;89.4939;;
65281.6163;(-15.8044, 2.5100, -33.4400);49.1549;357.6269;16.8751;48.5860;2.4210;19.0500;89.4443;;
65281.6268;(-15.8044, 2.5100, -33.4400);49.1445;357.6147;16.8751;48.5811;2.4338;19.0500;89.4735;;
65281.6388;(-15.8044, 2.5100, -33.4400);49.1431;357.6153;16.8751;48.5523;2.4294;19.0500;89.6507;;
65281.6494;(-15.8044, 2.5100, -33.4400);49.1340;357.6057;16.8751;48.5066;2.4032;19.0500;89.2354;;
65281.6609;(-15.8044, 2.5100, -33.4400);49.1337;357.6092;16.8751;48.4466;2.3726;19.0500;89.5667;;
65281.6719;(-15.8044, 2.5100, -33.4400);49.1260;357.6200;16.8751;48.3915;2.3561;19.0500;89.4428;;
65281.6829;(-15.8044, 2.5100, -33.4400);49.1376;357.6199;16.8751;48.3617;2.3548;19.0500;89.3888;;
65281.6944;(-15.8044, 2.5100, -33.4400);49.1314;357.6160;16.8751;48.3800;2.3469;19.0500;89.5181;;
65281.7054;(-15.8044, 2.5100, -33.4400);49.1264;357.6171;16.8751;48.4068;2.3638;19.0500;89.5922;;
65281.7165;(-15.8044, 2.5100, -33.4400);49.1348;357.6051;16.8751;48.4878;2.3637;19.0500;89.4526;;
65281.7275;(-15.8044, 2.5100, -33.4400);49.1298;357.5805;16.8751;48.5485;2.2980;19.0500;89.6297;;
65281.7395;(-15.8044, 2.5100, -33.4400);49.1282;357.5709;16.8751;48.5437;2.1811;19.0500;89.5953;;
65281.7500;(-15.8044, 2.5100, -33.4400);49.1333;357.5733;16.8751;48.5462;2.1061;19.0500;89.2845;;
65281.7610;(-15.8044, 2.5100, -33.4400);49.1367;357.5668;16.8751;48.4789;1.8403;19.0500;89.5518;;
65281.7725;(-15.8044, 2.5100, -33.4400);49.1462;357.5617;16.8751;48.3811;1.6998;19.0500;89.5912;;
65281.7835;(-15.8044, 2.5100, -33.4400);49.1441;357.5844;16.8751;48.3650;1.5825;19.0500;89.3338;;
65281.7946;(-15.8044, 2.5100, -33.4400);49.1493;357.5875;16.8751;48.5341;1.4822;19.0500;89.6278;;
65281.8066;(-15.8044, 2.5100, -33.4400);49.1503;357.6047;16.8751;48.6923;1.0037;19.0500;89.5644;;
65281.8171;(-15.8044, 2.5100, -33.4400);49.1453;357.6324;16.8751;48.6159;0.5246;19.0500;89.2907;;
65281.8281;(-15.8044, 2.5100, -33.4400);49.1383;357.6523;16.8751;48.4939;0.1563;19.0500;89.5901;;
65281.8396;(-15.8044, 2.5100, -33.4400);49.1174;357.6770;16.8751;48.3376;359.9398;19.0500;89.5761;;
65281.8507;(-15.8044, 2.5100, -33.4400);49.1141;357.6862;16.8751;48.2721;359.9155;19.0500;89.4683;;
65281.8617;(-15.8044, 2.5100, -33.4400);49.0983;357.6700;16.8751;48.1735;0.0393;19.0500;89.4841;;
65281.8732;(-15.8044, 2.5100, -33.4400);49.0818;357.6593;16.8751;48.0635;0.1783;19.0500;89.5773;;
65281.8842;(-15.8044, 2.5100, -33.4400);49.0774;357.6530;16.8751;48.0616;0.5595;19.0500;89.4090;;
65281.8953;(-15.8044, 2.5100, -33.4400);49.0775;357.6649;16.8751;48.0499;0.7450;19.0500;89.4611;;
65281.9068;(-15.8044, 2.5100, -33.4400);49.0767;357.6816;16.8751;47.9129;0.9565;19.0500;89.6242;;
65281.9178;(-15.8044, 2.5100, -33.4400);49.0905;357.6956;16.8751;47.8343;1.1819;19.0500;89.5094;;
65281.9288;(-15.8044, 2.5100, -33.4400);49.1011;357.7282;16.8751;47.8554;1.4459;19.0500;89.4716;;
65281.9403;(-15.8044, 2.5100, -33.4400);49.1089;357.7583;16.8751;47.9893;1.8508;19.0500;89.5152;;
65281.9513;(-15.8044, 2.5100, -33.4400);49.1192;357.7672;16.8751;48.1806;2.0634;19.0500;89.3666;;
65281.9623;(-15.8044, 2.5100, -33.4400);49.1239;357.7715;16.8751;48.2897;2.0672;19.0500;89.4353;;
65281.9739;(-15.8044, 2.5100, -33.4400);49.1175;357.7707;16.8751;48.2539;2.1193;19.0500;89.6975;;
65281.9849;(-15.8044, 2.5100, -33.4400);49.1218;357.7686;16.8751;48.0359;1.9923;19.0500;89.4517;;
65281.9959;(-15.8044, 2.5100, -33.4400);49.1095;357.7766;16.8751;47.8967;1.9695;19.0500;89.3965;;
65282.0069;(-15.8044, 2.5100, -33.4400);49.1001;357.7691;16.8751;47.6361;2.0089;19.0500;89.4389;;
65282.0182;(-15.8044, 2.5100, -33.4400);49.0868;357.7797;16.8751;47.5588;2.0034;19.0500;89.5943;;
