***SESSION HEADER***
{
  "Participant": "NEO",
  "Timestamp": "18-07-09-03-12-2017"
}
---SESSION HEADER---
Time; Position; Rotation.X; Rotation.Y; Rotation.Virtualizer; Rotation.Controller.x; Rotation.Controller.y; Height.Virtualizer; FPS; Input;
65259.0524;(-15.8044, 2.5100, -33.4400);265.3745;6.2474;241.8713;294.5545;3.0417;18.2880;89.5627;;
65259.0634;(-15.8044, 2.5100, -33.4400);265.3936;6.2402;241.8713;294.5449;3.0126;18.2880;89.4898;;
65259.0744;(-15.8044, 2.5100, -33.4400);265.4048;6.2378;241.8713;294.4685;2.9550;18.2880;89.2983;;
65259.0860;(-15.8044, 2.5100, -33.4400);265.4129;6.2385;241.8713;294.4044;2.8924;18.2880;89.6395;;
65259.0970;(-15.8044, 2.5100, -33.4400);265.4085;6.2322;241.8713;294.3647;2.8627;18.2880;89.4793;;
65259.1080;(-15.8044, 2.5100, -33.4400);265.4069;6.2312;241.8713;294.3550;2.8269;18.2880;89.5418;;
65259.1193;(-15.8044, 2.5100, -33.4400);265.3960;6.2344;241.8713;294.3525;2.8206;18.2880;89.5700;;
65259.1308;(-15.8044, 2.5100, -33.4400);265.3888;6.2439;241.8713;294.4507;2.8227;18.2880;89.3627;;
65259.1418;(-15.8044, 2.5100, -33.4400);265.3892;6.2574;241.8713;294.6451;2.6603;18.2880;89.3418;;
65259.1528;(-15.8044, 2.5100, -33.4400);265.3723;6.2635;241.8713;294.7749;2.3958;18.2880;89.5741;;
65259.1638;(-15.8044, 2.5100, -33.4400);265.3738;6.2742;241.8713;294.6957;1.8104;18.2880;89.5434;;
65259.1754;(-15.8044, 2.5100, -33.4400);265.3743;6.2852;241.8713;294.2614;1.3572;18.2880;89.5697;;
65259.1864;(-15.8044, 2.5100, -33.4400);265.3686;6.2847;241.8713;293.7805;1.0010;18.2880;89.5127;;
65259.1978;(-15.8044, 2.5100, -33.4400);265.3672;6.2791;241.8713;293.3743;0.8699;18.2880;89.5581;;
65259.2088;(-15.8044, 2.5100, -33.4400);265.3661;6.2623;241.8713;293.1591;0.7710;18.2880;89.5048;;
65259.2203;(-15.8044, 2.5100, -33.4400);265.3570;6.2525;241.8713;293.1320;0.8149;18.2880;89.6002;;
65259.2308;(-15.8044, 2.5100, -33.4400);265.3417;6.2504;241.8713;293.2935;1.0044;18.2880;89.1604;;
65259.2423;(-15.8044, 2.5100, -33.4400);265.3255;6.2650;241.8713;293.6060;1.3141;18.2880;89.6602;;
65259.2533;(-15.8044, 2.5100, -33.4400);265.3145;6.2986;241.8713;293.9018;1.7125;18.2880;89.5910;;
65259.2643;(-15.8044, 2.5100, -33.4400);265.3236;6.3414;241.8713;294.1544;2.0517;18.2880;89.5858;;
65259.2753;(-15.8044, 2.5100, -33.4400);265.3356;6.3691;241.8713;294.4640;2.5170;18.2880;89.5802;;
65259.2868;(-15.8044, 2.5100, -33.4400);265.3418;6.3996;241.8713;294.5912;2.9802;18.2880;89.6988;;
65259.2979;(-15.8044, 2.5100, -33.4400);265.3535;6.4071;241.8713;294.5257;3.3746;18.2880;89.5971;;
65259.3094;(-15.8044, 2.5100, -33.4400);265.3522;6.4078;241.8713;294.4458;3.7005;18.2880;89.6415;;
65259.3203;(-15.8044, 2.5100, -33.4400);265.3677;6.3931;241.8713;294.4316;3.9025;18.2880;89.4570;;
65259.3314;(-15.8044, 2.5100, -33.4400);265.3722;6.3703;241.8713;294.6005;3.8679;18.2880;89.3894;;
65259.3424;(-15.8044, 2.5100, -33.4400);265.3593;6.3476;241.8713;294.6671;3.7793;18.2880;89.4900;;
65259.3539;(-15.8044, 2.5100, -33.4400);265.3485;6.3448;241.8713;294.1815;3.5627;18.2880;89.5998;;
65259.3649;(-15.8044, 2.5100, -33.4400);265.3207;6.3291;241.8713;293.6968;3.4558;18.2880;89.3810;;
65259.3764;(-15.8044, 2.5100, -33.4400);265.3061;6.3357;241.8713;293.5666;3.4006;18.2880;89.5801;;
65259.3869;(-15.8044, 2.5100, -33.4400);265.2820;6.3392;241.8713;293.4460;3.3585;18.2880;89.4620;;
65259.3984;(-15.8044, 2.5100, -33.4400);265.2617;6.3318;241.8713;293.4501;3.3674;18.2880;89.7297;;
65259.4094;(-15.8044, 2.5100, -33.4400);265.2526;6.3435;241.8713;293.5319;3.4031;18.2880;89.4639;;
65259.4204;(-15.8044, 2.5100, -33.4400);265.2432;6.3570;241.8713;293.5390;3.4500;18.2880;89.6643;;
65259.4319;(-15.8044, 2.5100, -33.4400);265.2553;6.3818;241.8713;293.5686;3.5979;18.2880;89.6257;;
65259.4428;(-15.8044, 2.5100, -33.4400);265.2685;6.4074;241.8713;293.5690;3.7015;18.2880;89.5454;;
65259.4543;(-15.8044, 2.5100, -33.4400);265.2849;6.4268;241.8713;293.5605;3.8212;18.2880;89.6289;;
65259.4658;(-15.8044, 2.5100, -33.4400);265.3173;6.4367;241.8713;293.5299;3.9191;18.2880;89.5478;;
65259.4769;(-15.8044, 2.5100, -33.4400);265.3439;6.4509;241.8713;293.5111;3.9943;18.2880;89.3296;;
65259.4879;(-15.8044, 2.5100, -33.4400);265.3502;6.4664;241.8713;293.4967;4.0573;18.2880;89.5553;;
65259.4989;(-15.8044, 2.5100, -33.4400);265.3576;6.4789;241.8713;293.4890;4.0121;18.2880;89.4698;;
65259.5104;(-15.8044, 2.5100, -33.4400);265.3697;6.4757;241.8713;293.5130;3.9817;18.2880;89.5924;;
65259.5215;(-15.8044, 2.5100, -33.4400);265.3703;6.4917;241.8713;293.5907;3.9019;18.2880;89.4146;;
65259.5326;(-15.8044, 2.5100, -33.4400);265.3733;6.5158;241.8713;293.6648;3.8593;18.2880;89.5441;;
65259.5436;(-15.8044, 2.5100, -33.4400);265.3631;6.5510;241.8713;293.7212;3.8441;18.2880;89.4462;;
65259.5546;(-15.8044, 2.5100, -33.4400);265.3590;6.5773;241.8713;293.7678;3.9112;18.2880;89.5551;;
65259.5661;(-15.8044, 2.5100, -33.4400);265.3427;6.5956;241.8713;293.7937;4.0306;18.2880;89.6983;;
65259.5771;(-15.8044, 2.5100, -33.4400);265.3332;6.5916;241.8713;293.8397;4.1435;18.2880;89.5085;;
65259.5882;(-15.8044, 2.5100, -33.4400);265.3384;6.5875;241.8713;293.8823;4.2614;18.2880;89.5623;;
65259.6197;(-15.8044, 2.5100, -33.4400);265.3345;6.5691;241.8713;293.9204;4.3211;18.2880;89.6217;;
65259.6443;(-15.8044, 2.5100, -33.4400);265.3450;6.5616;241.8713;293.9973;4.3490;18.2880;83.6491;;
65259.6553;(-15.8044, 2.5100, -33.4400);265.3411;6.5679;241.8713;294.0012;4.3418;18.2880;84.0928;;
65259.6668;(-15.8044, 2.5100, -33.4400);265.3315;6.5647;241.8713;293.9591;4.3684;18.2880;84.5616;;
65259.6778;(-15.8044, 2.5100, -33.4400);265.3226;6.5588;241.8713;293.9510;4.3987;18.2880;84.9544;;
65259.6888;(-15.8044, 2.5100, -33.4400);265.3142;6.5543;241.8713;293.9722;4.4233;18.2880;85.5297;;
65259.7003;(-15.8044, 2.5100, -33.4400);265.3070;6.5380;241.8713;294.0105;4.4467;18.2880;85.7031;;
65259.7113;(-15.8044, 2.5100, -33.4400);265.2903;6.5304;241.8713;294.0954;4.4544;18.2880;86.1797;;
65259.7223;(-15.8044, 2.5100, -33.4400);265.2806;6.5143;241.8713;294.1844;4.4440;18.2880;86.3770;;
65259.7339;(-15.8044, 2.5100, -33.4400);265.2581;6.4966;241.8713;294.2377;4.4224;18.2880;86.8715;;
65259.7449;(-15.8044, 2.5100, -33.4400);265.2433;6.4965;241.8713;294.2321;4.4183;18.2880;86.9361;;
65259.7559;(-15.8044, 2.5100, -33.4400);265.2433;6.4863;241.8713;294.2251;4.4168;18.2880;87.4374;;
65259.7669;(-15.8044, 2.5100, -33.4400);265.2382;6.4662;241.8713;294.1779;4.4428;18.2880;87.5130;;
65259.7779;(-15.8044, 2.5100, -33.4400);265.2257;6.4535;241.8713;294.1443;4.4819;18.2880;87.7827;;
65259.7894;(-15.8044, 2.5100, -33.4400);265.2453;6.4553;241.8713;294.1385;4.5194;18.2880;87.9486;;
65259.8005;(-15.8044, 2.5100, -33.4400);265.2458;6.4577;241.8713;294.1654;4.5156;18.2880;88.0255;;
65259.8115;(-15.8044, 2.5100, -33.4400);265.2456;6.4542;241.8713;294.2108;4.5122;18.2880;88.1552;;
65259.8230;(-15.8044, 2.5100, -33.4400);265.2375;6.4534;241.8713;294.2561;4.4877;18.2880;88.4237;;
65259.8340;(-15.8044, 2.5100, -33.4400);265.2365;6.4460;241.8713;294.2965;4.4790;18.2880;88.4047;;
65259.8453;(-15.8044, 2.5100, -33.4400);265.2294;6.4359;241.8713;294.3281;4.4692;18.2880;88.5769;;
65259.8563;(-15.8044, 2.5100, -33.4400);265.2379;6.4313;241.8713;294.3583;4.4690;18.2880;88.6614;;
65259.8678;(-15.8044, 2.5100, -33.4400);265.2260;6.4157;241.8713;294.3603;4.4687;18.2880;88.8809;;
65259.8788;(-15.8044, 2.5100, -33.4400);265.2220;6.4026;241.8713;294.3505;4.4720;18.2880;88.8113;;
65259.8904;(-15.8044, 2.5100, -33.4400);265.2256;6.4023;241.8713;294.3400;4.4989;18.2880;88.9824;;
65259.9014;(-15.8044, 2.5100, -33.4400);265.2218;6.4035;241.8713;294.3413;4.5166;18.2880;88.8244;;
65259.9129;(-15.8044, 2.5100, -33.4400);265.2181;6.4160;241.8713;294.3426;4.5201;18.2880;88.8235;;
65259.9234;(-15.8044, 2.5100, -33.4400);265.2112;6.4313;241.8713;294.3307;4.4843;18.2880;88.7720;;
65259.9349;(-15.8044, 2.5100, -33.4400);265.2084;6.4446;241.8713;294.3262;4.4546;18.2880;89.1052;;
65259.9459;(-15.8044, 2.5100, -33.4400);265.2225;6.4539;241.8713;294.3184;4.4260;18.2880;88.9714;;
65259.9569;(-15.8044, 2.5100, -33.4400);265.2150;6.4545;241.8713;294.3269;4.4152;18.2880;89.1588;;
65259.9684;(-15.8044, 2.5100, -33.4400);265.2209;6.4494;241.8713;294.3326;4.4189;18.2880;89.2960;;
65259.9799;(-15.8044, 2.5100, -33.4400);265.2128;6.4385;241.8713;294.3267;4.4257;18.2880;88.8776;;
65259.9910;(-15.8044, 2.5100, -33.4400);265.2158;6.4316;241.8713;294.3189;4.4193;18.2880;89.0668;;
65260.0025;(-15.8044, 2.5100, -33.4400);265.2133;6.4192;241.8713;294.3319;4.4082;18.2880;89.1022;;
65260.0135;(-15.8044, 2.5100, -33.4400);265.2233;6.4085;241.8713;294.3240;4.4166;18.2880;88.7709;;
65260.0240;(-15.8044, 2.5100, -33.4400);265.2253;6.3955;241.8713;294.3171;4.4273;18.2880;89.0831;;
65260.0355;(-15.8044, 2.5100, -33.4400);265.2334;6.3859;241.8713;294.3232;4.4286;18.2880;89.4059;;
65260.0468;(-15.8044, 2.5100, -33.4400);265.2404;6.3752;241.8713;294.3427;4.4471;18.2880;89.3543;;
65260.0578;(-15.8044, 2.5100, -33.4400);265.2464;6.3595;241.8713;294.3465;4.4474;18.2880;89.0310;;
65260.0688;(-15.8044, 2.5100, -33.4400);265.2455;6.3535;241.8713;294.3517;4.4389;18.2880;89.4604;;
65260.0803;(-15.8044, 2.5100, -33.4400);265.2436;6.3298;241.8713;294.3444;4.4430;18.2880;89.6262;;
65260.0913;(-15.8044, 2.5100, -33.4400);265.2473;6.3224;241.8713;294.3527;4.4733;18.2880;89.3843;;
65260.1023;(-15.8044, 2.5100, -33.4400);265.2384;6.2999;241.8713;294.3614;4.4946;18.2880;89.5363;;
65260.1133;(-15.8044, 2.5100, -33.4400);265.2347;6.2876;241.8713;294.3395;4.5140;18.2880;89.6354;;
65260.1248;(-15.8044, 2.5100, -33.4400);265.2281;6.2640;241.8713;294.3212;4.5118;18.2880;89.5936;;
65260.1359;(-15.8044, 2.5100, -33.4400);265.2233;6.2544;241.8713;294.3042;4.5036;18.2880;89.4447;;
65260.1473;(-15.8044, 2.5100, -33.4400);265.2173;6.2441;241.8713;294.3039;4.4720;18.2880;89.6698;;
65260.1583;(-15.8044, 2.5100, -33.4400);265.2052;6.2325;241.8713;294.3123;4.4584;18.2880;89.4556;;
65260.1693;(-15.8044, 2.5100, -33.4400);265.1985;6.2228;241.8713;294.3344;4.4588;18.2880;89.5772;;
65260.1803;(-15.8044, 2.5100, -33.4400);265.1783;6.2134;241.8713;294.3553;4.4734;18.2880;89.6216;;
65260.1914;(-15.8044, 2.5100, -33.4400);265.1715;6.2067;241.8713;294.3739;4.4989;18.2880;89.4902;;
65260.2029;(-15.8044, 2.5100, -33.4400);265.1656;6.1911;241.8713;294.3792;4.4989;18.2880;89.7736;;
65260.2139;(-15.8044, 2.5100, -33.4400);265.1600;6.1748;241.8713;294.4135;4.5325;18.2880;89.6106;;
65260.2254;(-15.8044, 2.5100, -33.4400);265.1632;6.1619;241.8713;294.4430;4.5403;18.2880;89.4639;;
65260.2364;(-15.8044, 2.5100, -33.4400);265.1580;6.1558;241.8713;294.4431;4.5269;18.2880;89.5070;;
65260.2479;(-15.8044, 2.5100, -33.4400);265.1612;6.1436;241.8713;294.4153;4.5077;18.2880;89.5926;;
65260.2589;(-15.8044, 2.5100, -33.4400);265.1692;6.1279;241.8713;294.4037;4.4956;18.2880;89.1971;;
65260.2699;(-15.8044, 2.5100, -33.4400);265.1786;6.1284;241.8713;294.4007;4.4865;18.2880;89.4133;;
65260.2810;(-15.8044, 2.5100, -33.4400);265.1800;6.1240;241.8713;294.4036;4.4822;18.2880;89.5756;;
65260.2920;(-15.8044, 2.5100, -33.4400);265.1933;6.1309;241.8713;294.4143;4.4834;18.2880;89.5764;;
65260.3035;(-15.8044, 2.5100, -33.4400);265.1944;6.1506;241.8713;294.4164;4.4884;18.2880;89.5283;;
65260.3145;(-15.8044, 2.5100, -33.4400);265.2016;6.1549;241.8713;294.4100;4.4989;18.2880;89.5609;;
65260.3253;(-15.8044, 2.5100, -33.4400);265.2143;6.1737;241.8713;294.3911;4.5133;18.2880;89.6550;;
65260.3368;(-15.8044, 2.5100, -33.4400);265.2119;6.1663;241.8713;294.3706;4.5268;18.2880;89.6385;;
65260.3478;(-15.8044, 2.5100, -33.4400);265.2099;6.1834;241.8713;294.3137;4.5290;18.2880;89.7071;;
65260.3593;(-15.8044, 2.5100, -33.4400);265.2086;6.1919;241.8713;294.2816;4.5359;18.2880;89.5364;;
65260.3703;(-15.8044, 2.5100, -33.4400);265.2021;6.2075;241.8713;294.2680;4.5260;18.2880;89.4933;;
65260.3814;(-15.8044, 2.5100, -33.4400);265.2032;6.2112;241.8713;294.2696;4.5053;18.2880;89.5772;;
65260.3929;(-15.8044, 2.5100, -33.4400);265.2151;6.2231;241.8713;294.2751;4.4631;18.2880;89.5314;;
65260.4038;(-15.8044, 2.5100, -33.4400);265.1954;6.2386;241.8713;294.2828;4.4345;18.2880;89.1357;;
65260.4148;(-15.8044, 2.5100, -33.4400);265.1935;6.2598;241.8713;294.2871;4.4250;18.2880;89.4764;;
65260.4259;(-15.8044, 2.5100, -33.4400);265.1754;6.2671;241.8713;294.3064;4.4789;18.2880;89.5635;;
65260.4373;(-15.8044, 2.5100, -33.4400);265.1660;6.2809;241.8713;294.3238;4.5039;18.2880;89.7003;;
65260.4488;(-15.8044, 2.5100, -33.4400);265.1641;6.2844;241.8713;294.3248;4.5346;18.2880;89.6317;;
65260.4598;(-15.8044, 2.5100, -33.4400);265.1556;6.3018;241.8713;294.3088;4.5552;18.2880;89.4786;;
65260.4708;(-15.8044, 2.5100, -33.4400);265.1591;6.3087;241.8713;294.3052;4.5743;18.2880;89.4547;;
65260.4819;(-15.8044, 2.5100, -33.4400);265.1616;6.3257;241.8713;294.3028;4.5856;18.2880;89.5224;;
65260.4929;(-15.8044, 2.5100, -33.4400);265.1552;6.3117;241.8713;294.3175;4.5834;18.2880;89.5626;;
65260.5044;(-15.8044, 2.5100, -33.4400);265.1467;6.3102;241.8713;294.3331;4.5661;18.2880;89.5961;;
65260.5154;(-15.8044, 2.5100, -33.4400);265.1335;6.3081;241.8713;294.3451;4.5388;18.2880;89.5743;;
65260.5264;(-15.8044, 2.5100, -33.4400);265.1297;6.3069;241.8713;294.3341;4.4971;18.2880;89.5813;;
65260.5374;(-15.8044, 2.5100, -33.4400);265.1035;6.3050;241.8713;294.3280;4.4647;18.2880;89.5964;;
65260.5490;(-15.8044, 2.5100, -33.4400);265.0898;6.2998;241.8713;294.3075;4.4554;18.2880;89.6971;;
65260.5605;(-15.8044, 2.5100, -33.4400);265.0792;6.2994;241.8713;294.2805;4.4781;18.2880;89.4937;;
65260.5715;(-15.8044, 2.5100, -33.4400);265.0714;6.2899;241.8713;294.2461;4.5291;18.2880;89.2673;;
65260.5825;(-15.8044, 2.5100, -33.4400);265.0590;6.2852;241.8713;294.2184;4.5891;18.2880;89.3893;;
65260.5935;(-15.8044, 2.5100, -33.4400);265.0600;6.2620;241.8713;294.1968;4.6253;18.2880;89.6432;;
65260.6046;(-15.8044, 2.5100, -33.4400);265.0521;6.2619;241.8713;294.2008;4.6445;18.2880;89.7144;;
65260.6161;(-15.8044, 2.5100, -33.4400);265.0644;6.2371;241.8713;294.2261;4.6337;18.2880;89.6557;;
65260.6271;(-15.8044, 2.5100, -33.4400);265.0732;6.2047;241.8713;294.2457;4.5846;18.2880;89.6548;;
65260.6381;(-15.8044, 2.5100, -33.4400);265.0856;6.1869;241.8713;294.2480;4.5515;18.2880;89.5726;;
65260.6496;(-15.8044, 2.5100, -33.4400);265.0947;6.1720;241.8713;294.2426;4.5106;18.2880;89.5383;;
65260.6611;(-15.8044, 2.5100, -33.4400);265.1086;6.1580;241.8713;294.2458;4.4855;18.2880;89.5700;;
65260.6716;(-15.8044, 2.5100, -33.4400);265.1170;6.1503;241.8713;294.2559;4.4763;18.2880;89.3317;;
65260.6831;(-15.8044, 2.5100, -33.4400);265.1251;6.1522;241.8713;294.2753;4.5087;18.2880;89.5748;;
65260.6941;(-15.8044, 2.5100, -33.4400);265.1295;6.1591;241.8713;294.2757;4.5292;18.2880;89.5438;;
65260.7057;(-15.8044, 2.5100, -33.4400);265.1361;6.1711;241.8713;294.2619;4.5490;18.2880;89.4159;;
65260.7167;(-15.8044, 2.5100, -33.4400);265.1389;6.1729;241.8713;294.2212;4.5598;18.2880;89.2904;;
65260.7277;(-15.8044, 2.5100, -33.4400);265.1597;6.1812;241.8713;294.2130;4.5576;18.2880;89.4169;;
65260.7387;(-15.8044, 2.5100, -33.4400);265.1678;6.1710;241.8713;294.2331;4.5431;18.2880;89.6320;;
65260.7502;(-15.8044, 2.5100, -33.4400);265.1791;6.1671;241.8713;294.2503;4.5420;18.2880;89.5668;;
65260.7612;(-15.8044, 2.5100, -33.4400);265.1912;6.1551;241.8713;294.2693;4.5040;18.2880;89.4225;;
65260.7722;(-15.8044, 2.5100, -33.4400);265.1982;6.1532;241.8713;294.2664;4.4715;18.2880;89.6448;;
65260.7837;(-15.8044, 2.5100, -33.4400);265.1942;6.1432;241.8713;294.2346;4.4448;18.2880;89.6792;;
65260.7947;(-15.8044, 2.5100, -33.4400);265.1965;6.1257;241.8713;294.2153;4.4377;18.2880;89.5235;;
65260.8057;(-15.8044, 2.5100, -33.4400);265.1833;6.1258;241.8713;294.2153;4.4391;18.2880;89.4461;;
65260.8173;(-15.8044, 2.5100, -33.4400);265.1855;6.1272;241.8713;294.2528;4.4864;18.2880;89.6744;;
65260.8278;(-15.8044, 2.5100, -33.4400);265.1898;6.1420;241.8713;294.2888;4.5150;18.2880;89.5946;;
65260.8393;(-15.8044, 2.5100, -33.4400);265.1944;6.1559;241.8713;294.3272;4.5424;18.2880;89.7603;;
65260.8508;(-15.8044, 2.5100, -33.4400);265.1993;6.1675;241.8713;294.3986;4.5849;18.2880;89.7019;;
65260.8618;(-15.8044, 2.5100, -33.4400);265.2059;6.1818;241.8713;294.4423;4.5874;18.2880;89.4755;;
65260.8728;(-15.8044, 2.5100, -33.4400);265.2027;6.1755;241.8713;294.4822;4.5901;18.2880;89.5775;;
65260.8843;(-15.8044, 2.5100, -33.4400);265.2156;6.1685;241.8713;294.4717;4.5895;18.2880;89.5545;;
65260.8948;(-15.8044, 2.5100, -33.4400);265.2104;6.1416;241.8713;294.4497;4.5892;18.2880;89.5060;;
65260.9064;(-15.8044, 2.5100, -33.4400);265.2010;6.1205;241.8713;294.3830;4.5940;18.2880;89.6443;;
65260.9173;(-15.8044, 2.5100, -33.4400);265.2041;6.1000;241.8713;294.3426;4.6038;18.2880;89.5132;;
65260.9288;(-15.8044, 2.5100, -33.4400);265.1880;6.0772;241.8713;294.3832;4.5774;18.2880;89.6167;;
65260.9398;(-15.8044, 2.5100, -33.4400);265.1785;6.0723;241.8713;294.4402;4.5764;18.2880;89.4722;;
65260.9513;(-15.8044, 2.5100, -33.4400);265.1716;6.0788;241.8713;294.4731;4.5701;18.2880;89.5438;;
65260.9624;(-15.8044, 2.5100, -33.4400);265.1653;6.0792;241.8713;294.4823;4.5719;18.2880;89.4850;;
65260.9735;(-15.8044, 2.5100, -33.4400);265.1611;6.0801;241.8713;294.4400;4.5954;18.2880;89.5378;;
65260.9845;(-15.8044, 2.5100, -33.4400);265.1675;6.0757;241.8713;294.4192;4.6222;18.2880;89.6210;;
65260.9955;(-15.8044, 2.5100, -33.4400);265.1785;6.0538;241.8713;294.4331;4.6611;18.2880;89.5778;;
65261.0070;(-15.8044, 2.5100, -33.4400);265.1900;6.0466;241.8713;294.4901;4.6638;18.2880;89.6111;;
65261.0177;(-15.8044, 2.5100, -33.4400);265.2027;6.0300;241.8713;294.5078;4.6679;18.2880;89.5372;;
65261.0292;(-15.8044, 2.5100, -33.4400);265.2188;6.0267;241.8713;294.5318;4.6201;18.2880;89.6048;;
65261.0403;(-15.8044, 2.5100, -33.4400);265.2291;6.0193;241.8713;294.5529;4.5756;18.2880;89.5733;;
65261.0518;(-15.8044, 2.5100, -33.4400);265.2466;6.0256;241.8713;294.5795;4.5513;18.2880;89.5092;;
65261.0628;(-15.8044, 2.5100, -33.4400);265.2578;6.0342;241.8713;294.6091;4.5633;18.2880;89.3528;;
65261.0738;(-15.8044, 2.5100, -33.4400);265.2726;6.0527;241.8713;294.6258;4.5731;18.2880;89.5959;;
65261.0853;(-15.8044, 2.5100, -33.4400);265.2949;6.0673;241.8713;294.6188;4.6026;18.2880;89.6062;;
65261.0963;(-15.8044, 2.5100, -33.4400);265.3099;6.0789;241.8713;294.6196;4.6285;18.2880;89.5124;;
65261.1073;(-15.8044, 2.5100, -33.4400);265.3245;6.0876;241.8713;294.6268;4.6562;18.2880;89.2610;;
65261.1188;(-15.8044, 2.5100, -33.4400);265.3362;6.0886;241.8713;294.6377;4.6874;18.2880;89.7049;;
65261.1298;(-15.8044, 2.5100, -33.4400);265.3487;6.0818;241.8713;294.6073;4.6862;18.2880;89.4695;;
65261.1413;(-15.8044, 2.5100, -33.4400);265.3584;6.0728;241.8713;294.5858;4.6722;18.2880;89.5888;;
65261.1523;(-15.8044, 2.5100, -33.4400);265.3673;6.0520;241.8713;294.5067;4.6453;18.2880;89.2636;;
65261.1633;(-15.8044, 2.5100, -33.4400);265.3666;6.0127;241.8713;294.4808;4.6266;18.2880;89.5268;;
65261.1744;(-15.8044, 2.5100, -33.4400);265.3755;5.9919;241.8713;294.4714;4.6053;18.2880;89.6198;;
65261.1859;(-15.8044, 2.5100, -33.4400);265.3827;5.9773;241.8713;294.4562;4.5883;18.2880;89.5259;;
65261.1970;(-15.8044, 2.5100, -33.4400);265.3911;5.9540;241.8713;294.4538;4.5618;18.2880;89.4333;;
65261.2080;(-15.8044, 2.5100, -33.4400);265.4100;5.9393;241.8713;294.4729;4.5570;18.2880;89.5252;;
65261.2190;(-15.8044, 2.5100, -33.4400);265.4180;5.9305;241.8713;294.5038;4.5712;18.2880;89.6517;;
65261.2305;(-15.8044, 2.5100, -33.4400);265.4138;5.9264;241.8713;294.5255;4.6094;18.2880;89.5552;;
65261.2415;(-15.8044, 2.5100, -33.4400);265.4075;5.9155;241.8713;294.5354;4.6383;18.2880;89.5123;;
65261.2525;(-15.8044, 2.5100, -33.4400);265.4083;5.9029;241.8713;294.5198;4.6714;18.2880;89.5798;;
65261.2636;(-15.8044, 2.5100, -33.4400);265.4132;5.8625;241.8713;294.5125;4.6638;18.2880;89.5513;;
65261.2751;(-15.8044, 2.5100, -33.4400);265.4254;5.8425;241.8713;294.5201;4.6313;18.2880;89.5794;;
65261.2861;(-15.8044, 2.5100, -33.4400);265.4250;5.8230;241.8713;294.5494;4.6061;18.2880;89.5503;;
65261.2971;(-15.8044, 2.5100, -33.4400);265.4300;5.8037;241.8713;294.5868;4.5735;18.2880;89.4470;;
65261.3082;(-15.8044, 2.5100, -33.4400);265.4108;5.8048;241.8713;294.6165;4.5794;18.2880;89.5850;;
65261.3196;(-15.8044, 2.5100, -33.4400);265.4096;5.8023;241.8713;294.6098;4.5920;18.2880;89.7196;;
65261.3307;(-15.8044, 2.5100, -33.4400);265.3865;5.7982;241.8713;294.5884;4.6203;18.2880;89.5753;;
65261.3422;(-15.8044, 2.5100, -33.4400);265.3815;5.7987;241.8713;294.5788;4.6537;18.2880;89.5067;;
65261.3532;(-15.8044, 2.5100, -33.4400);265.3768;5.8038;241.8713;294.5737;4.6660;18.2880;89.4149;;
65261.3643;(-15.8044, 2.5100, -33.4400);265.3829;5.7969;241.8713;294.5751;4.6958;18.2880;89.5602;;
65261.3753;(-15.8044, 2.5100, -33.4400);265.3757;5.7877;241.8713;294.5823;4.7122;18.2880;89.4245;;
65261.3868;(-15.8044, 2.5100, -33.4400);265.3658;5.7787;241.8713;294.5605;4.7188;18.2880;89.6880;;
65261.3978;(-15.8044, 2.5100, -33.4400);265.3666;5.7682;241.8713;294.5431;4.7224;18.2880;89.3746;;
65261.4088;(-15.8044, 2.5100, -33.4400);265.3507;5.7496;241.8713;294.5287;4.7268;18.2880;89.4985;;
65261.4203;(-15.8044, 2.5100, -33.4400);265.3425;5.7445;241.8713;294.5225;4.7402;18.2880;89.6317;;
65261.4313;(-15.8044, 2.5100, -33.4400);265.3332;5.7368;241.8713;294.5135;4.7408;18.2880;89.5119;;
65261.4424;(-15.8044, 2.5100, -33.4400);265.3184;5.7459;241.8713;294.5294;4.7619;18.2880;89.5341;;
65261.4534;(-15.8044, 2.5100, -33.4400);265.3130;5.7420;241.8713;294.5493;4.7597;18.2880;89.5531;;
65261.4649;(-15.8044, 2.5100, -33.4400);265.3023;5.7475;241.8713;294.5686;4.7512;18.2880;89.5679;;
65261.4759;(-15.8044, 2.5100, -33.4400);265.2851;5.7536;241.8713;294.5780;4.7415;18.2880;89.5428;;
65261.4869;(-15.8044, 2.5100, -33.4400);265.2826;5.7484;241.8713;294.5737;4.7221;18.2880;89.6441;;
65261.4984;(-15.8044, 2.5100, -33.4400);265.2696;5.7440;241.8713;294.5592;4.7174;18.2880;89.6573;;
65261.5094;(-15.8044, 2.5100, -33.4400);265.2570;5.7499;241.8713;294.5558;4.7274;18.2880;89.4119;;
65261.5211;(-15.8044, 2.5100, -33.4400);265.2424;5.7260;241.8713;294.5716;4.7528;18.2880;89.5362;;
65261.5316;(-15.8044, 2.5100, -33.4400);265.2437;5.6990;241.8713;294.6078;4.7603;18.2880;89.3331;;
65261.5431;(-15.8044, 2.5100, -33.4400);265.2358;5.6819;241.8713;294.6341;4.7374;18.2880;89.6276;;
65261.5542;(-15.8044, 2.5100, -33.4400);265.2447;5.6720;241.8713;294.6492;4.7280;18.2880;89.5136;;
65261.5652;(-15.8044, 2.5100, -33.4400);265.2471;5.6628;241.8713;294.6638;4.7183;18.2880;89.5412;;
